Year,Catalog_ID,Title,Author(s),LDC Catalog No.,ISBN,ISLRN,DOI,Release Date,Member Year(s),DCMI Type(s),Sample Type,Sample Rate,Data Source(s),Project(s),Application(s),Language(s),Language ID(s),License(s),Online Documentation,Licensing Instructions,Citation,URL
2004,LDC2004S01,Czech Broadcast News Speech,"Vlasta Radova, Josef Psutka, Ludek Muller, William Byrne, J V. Psutka, Pavel Ircing, Jindrich Matousek",LDC2004S01,1-58563-280-5,767-326-222-377-6,https://doi.org/10.35111/9r4k-j562,"April 21, 2004",2004,Sound,pcm,22050,broadcast news,,speech recognition,Czech,ces,LDC User Agreement for Non-Members,LDC2004S01 Documents,"Subscription & Standard Members, and Non-Members","Radova, Vlasta, et al. Czech Broadcast News Speech LDC2004S01. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S01
2004,LDC2004T01,Czech Broadcast News Transcripts,"Vlasta Radova, Josef Psutka, Ludek Muller, William Byrne, J V. Psutka, Pavel Ircing, Jindrich Matousek",LDC2004T01,1-58563-281-3,577-603-476-733-7,https://doi.org/10.35111/9eej-de39,"April 21, 2004",2004,Text,,,broadcast news,,speech recognition,Czech,ces,LDC User Agreement for Non-Members,LDC2004T01 Documents,"Subscription & Standard Members, and Non-Members","Radova, Vlasta, et al. Czech Broadcast News Transcripts LDC2004T01. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T01
2004,LDC2004S13,Fisher English Training Speech Part 1 Speech,"Christopher Cieri, David Graff, Owen Kimball, Dave Miller, Kevin Walker",LDC2004S13,1-58563-313-5,259-501-047-379-0,https://doi.org/10.35111/da4a-se30,"December 15, 2004",2004,Sound,ulaw,8000,telephone conversations,"EARS, GALE",speech recognition,English,eng,LDC User Agreement for Non-Members,LDC2004S13 Documents,"Subscription & Standard Members, and Non-Members","Cieri, Christopher, et al. Fisher English Training Speech Part 1 Speech LDC2004S13. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S13
2004,LDC2004T19,Fisher English Training Speech Part 1 Transcripts,"Christopher Cieri, David Graff, Owen Kimball, Dave Miller, Kevin Walker",LDC2004T19,1-58563-314-3,100-086-600-941-5,https://doi.org/10.35111/w4bk-9b14,"December 15, 2004",2004,Text,,,,"EARS, GALE",speech recognition,English,eng,LDC User Agreement for Non-Members,LDC2004T19 Documents,"Subscription & Standard Members, and Non-Members","Cieri, Christopher, et al. Fisher English Training Speech Part 1 Transcripts LDC2004T19. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T19
2004,LDC2004V01,FORM1 Kinematic Gesture,"Craig Martell, Chris Osborn, Lisa Britt, Kari Myers",LDC2004V01,1-58563-299-6,787-443-746-101-0,https://doi.org/10.35111/h5zh-0z04,"September 01, 2004",2004,"MovingImage, Text",,,video,Talkbank,"gesture recognition, gesture synthesis, information extraction, natural language processing",English,eng,LDC User Agreement for Non-Members,,"Subscription & Standard Members, and Non-Members","Martell, Craig, et al. FORM1 Kinematic Gesture LDC2004V01. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004V01
2004,LDC2004T08,Hong Kong Parallel Text,Xiaoyi Ma,LDC2004T08,1-58563-290-2,619-530-254-208-2,https://doi.org/10.35111/byvg-fv73,"September 01, 2004",2004,Text,,,government documents,"GALE, TIDES","cross-lingual information retrieval, language teaching, machine translation","English, Chinese","eng, zho",,LDC2004T08 Documents,"Subscription & Standard Members, and Non-Members","Ma, Xiaoyi. Hong Kong Parallel Text LDC2004T08. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T08
2004,LDC2004S02,ICSI Meeting Speech,"Adam Janin, Jane Edwards, Dan Ellis, David Gelbart, Nelson Morgan, Barbara Peskin, Thilo Pfau, Elizabeth Shriberg, Andreas Stolcke, Chuck Wooters",LDC2004S02,1-58563-285-6,723-437-529-684-1,https://doi.org/10.35111/dgej-5m98,"January 30, 2004",2004,Sound,pcm,16000,microphone conversation,,"discourse analysis, speaker segmentation and tracking, speech recognition",English,eng,LDC User Agreement for Non-Members,LDC2004S02 Documents,"Subscription & Standard Members, and Non-Members","Janin, Adam, et al. ICSI Meeting Speech LDC2004S02. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S02
2004,LDC2004T04,ICSI Meeting Transcripts,"Adam Janin, Jane Edwards, Dan Ellis, David Gelbart, Nelson Morgan, Barbara Peskin, Thilo Pfau, Elizabeth Shriberg, Andreas Stolcke, Chuck Wooters",LDC2004T04,1-58563-286-4,295-380-961-299-0,https://doi.org/10.35111/0sq8-s977,"January 30, 2004",2004,Text,,,"meeting speech, microphone conversation",,"discourse analysis, speech recognition",English,eng,LDC User Agreement for Non-Members,LDC2004T04 Documents,"Subscription & Standard Members, and Non-Members","Janin, Adam, et al. ICSI Meeting Transcripts LDC2004T04. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T04
2004,LDC2004S05,ISL Meeting Speech Part 1,"Susanne Burger, Victoria MacLaren, Alex Waibel",LDC2004S05,1-58563-294-5,459-840-211-562-6,https://doi.org/10.35111/64zw-4k57,"May 21, 2004",2004,Sound,pcm,16000,microphone conversation,"GENOA, JANUS, ROAR","meeting summarization, speaker identification, speech recognition",English,eng,LDC User Agreement for Non-Members,LDC2004S05 Documents,"Subscription & Standard Members, and Non-Members","Burger, Susanne, Victoria MacLaren, and Alex Waibel. ISL Meeting Speech Part 1 LDC2004S05. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S05
2004,LDC2004T10,ISL Meeting Transcripts Part 1,"Susanne Burger, Victoria MacLaren, Alex Waibel",LDC2004T10,1-58563-295-3,751-401-034-298-8,https://doi.org/10.35111/edwz-f430,"May 21, 2004",2004,Text,,,"meeting speech, microphone conversation","GENOA, JANUS, ROAR","meeting summarization, speaker identification, speech synthesis",English,eng,LDC User Agreement for Non-Members,LDC2004T10 Documents,"Subscription & Standard Members, and Non-Members","Burger, Susanne, Victoria MacLaren, and Alex Waibel. ISL Meeting Transcripts Part 1 LDC2004T10. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T10
2004,LDC2004L01,Klex: Finite-State Lexical Transducer for Korean,Na-Rae Han,LDC2004L01,1-58563-283-x,031-806-130-080-1,https://doi.org/10.35111/jtsj-py44,"March 15, 2004",2004,Text,,,varied,Talkbank,"finite state technology, language modeling, morphology, morphology learning, natural language processing, parsing",Korean,kor,LDC User Agreement for Non-Members,LDC2004L01 Documents,"Subscription & Standard Members, and Non-Members","Han, Na-Rae. Klex: Finite-State Lexical Transducer for Korean LDC2004L01. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004L01
2004,LDC2004T03,Morphologically Annotated Korean Text,Na-Rae Han,LDC2004T03,1-58563-284-8,338-479-223-657-5,https://doi.org/10.35111/gah6-2c23,"February 16, 2004",2004,Text,,,newswire,Talkbank,"morphology learning, morphology, finite state technology, natural language processing, parsing",Korean,kor,LDC User Agreement for Non-Members,LDC2004T03 Documents,"Subscription & Standard Members, and Non-Members","Han, Na-Rae. Morphologically Annotated Korean Text LDC2004T03. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T03
2004,LDC2004T07,Multiple-Translation Chinese (MTC) Part 3,Xiaoyi Ma,LDC2004T07,1-58563-289-9,026-006-085-012-3,https://doi.org/10.35111/9nxq-9e06,"July 12, 2004",2004,Text,,,newswire,"GALE, TIDES","cross-lingual information retrieval, language teaching, machine translation","English, Mandarin Chinese","eng, cmn",LDC User Agreement for Non-Members,LDC2004T07 Documents,"Subscription & Standard Members, and Non-Members","Ma, Xiaoyi. Multiple-Translation Chinese (MTC) Part 3 LDC2004T07. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T07
2004,LDC2004S09,NIST Meeting Pilot Corpus Speech,"John S. Garofolo, Martial Michel, Vincent M. Stanford, Elham Tabassi, Jonathan G. Fiscus, Christophe D. Laprun, Nicolas Pratz, Jerome Lard",LDC2004S09,1-58563-302-x,706-538-229-826-0,https://doi.org/10.35111/800p-fv08,"July 12, 2004",2004,Sound,pcm,16000,"meeting speech, microphone conversation, microphone speech",NIST Automatic Meeting Recognition,"automatic content extraction, discourse analysis, information retrieval, language modeling, speaker identification, speaker verification, speech recognition",English,eng,LDC User Agreement for Non-Members,LDC2004S09 Documents,"Subscription & Standard Members, and Non-Members","Garofolo, John S., et al. NIST Meeting Pilot Corpus Speech LDC2004S09. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S09
2004,LDC2004T13,NIST Meeting Pilot Corpus Transcripts and Metadata,"John S. Garofolo, Martial Michel, Vincent M. Stanford, Elham Tabassi, Jonathan G. Fiscus, Christophe D. Laprun, Nicolas Pratz, Jerome Lard, Stephanie Strassel",LDC2004T13,1-58563-303-8,682-718-319-529-5,https://doi.org/10.35111/dahz-tn26,"July 12, 2004",2004,Text,,,"meeting speech, microphone conversation",NIST Automatic Meeting Recognition,"automatic content extraction, discourse analysis, information retrieval, language modeling, speaker identification, speaker verification, speech recognition",English,eng,LDC User Agreement for Non-Members,LDC2004T13 Documents,"Subscription & Standard Members, and Non-Members","Garofolo, John S., et al. NIST Meeting Pilot Corpus Transcripts and Metadata LDC2004T13. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T13
2004,LDC2004T23,Prague Arabic Dependency Treebank 1.0,"Jan  Hajič, Otakar Smrz, Petr Zemanek, Petr Pajas, Jan Snaidauf, Emanuel Beska, Jakub Kracmar, Kamila Hassanova",LDC2004T23,ISBN 1-58563-319-4,034-001-778-929-8,https://doi.org/10.35111/pn7r-7q63,"November 19, 2004",2004,Text,,,newswire,"GALE, TIDES","cross-lingual information retrieval, information extraction, information retrieval, language modeling, language teaching, machine translation, parsing, tagging",Standard Arabic,arb,Prague Arabic Dependency Treebank 1.0,LDC2004T23 Documents,"Subscription & Standard Members, and Non-Members","Hajič, Jan , et al. Prague Arabic Dependency Treebank 1.0 LDC2004T23. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T23
2004,LDC2004T25,Prague Czech-English Dependency Treebank 1.0,"Jan Curin, Martin Cmejrek, Jiří Havelka, Jan  Hajič, Vladislav Kubon, Zdeněk Žabokrtský",LDC2004T25,1-58563-321-6,557-838-231-104-8,https://doi.org/10.35111/yn25-st18,"November 19, 2004",2004,Text,,,"dictionaries, newswire",,"information extraction, information retrieval, language modeling, language teaching, machine translation, parsing, tagging","Czech, English","ces, eng",Prague Czech-English Dependency Treebank 1.0,LDC2004T25 Documents,"Subscription & Standard Members, and Non-Members","Curin, Jan, et al. Prague Czech-English Dependency Treebank 1.0 LDC2004T25. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T25
2004,LDC2004T14,Proposition Bank I,"Martha Palmer, Paul Kingsbury, Olga Babko-Malaya, Scott Cotton, Benjamin Snyder",LDC2004T14,1-58563-304-6,874-058-423-080-1,https://doi.org/10.35111/9r29-gt54,"September 01, 2004",2004,Text,,,newswire,"ACE, GALE, TIDES","information extraction, machine translation, question-answering",English,eng,LDC User Agreement for Non-Members,LDC2004T14 Documents,"Subscription & Standard Members, and Non-Members","Palmer, Martha, et al. Proposition Bank I LDC2004T14. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T14
2004,LDC2004S08,RT-03 MDE Training Data Speech,"Stephanie Strassel, Christopher Walker, Haejoong Lee",LDC2004S08,1-58563-300-3,111-911-583-428-2,https://doi.org/10.35111/2jrd-8f06,"June 15, 2004",2004,Sound,"u-law, pcm",,"broadcast news, telephone speech","EARS, GALE",,English,eng,LDC User Agreement for Non-Members,LDC2004S08 Documents,"Subscription & Standard Members, and Non-Members","Strassel, Stephanie, Christopher Walker, and Haejoong Lee. RT-03 MDE Training Data Speech LDC2004S08. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S08
2004,LDC2004T12,RT-03 MDE Training Data Text and Annotations,"Stephanie Strassel, Christopher Walker, Haejoong Lee",LDC2004T12,1-58563-301-1,754-359-961-593-5,https://doi.org/10.35111/ztjc-kx37,"June 15, 2004",2004,Text,,,"broadcast news, telephone conversations","EARS, GALE",,English,eng,LDC User Agreement for Non-Members,LDC2004T12 Documents,"Subscription & Standard Members, and Non-Members","Strassel, Stephanie, Christopher Walker, and Haejoong Lee. RT-03 MDE Training Data Text and Annotations LDC2004T12. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T12
2004,LDC2004S10,Santa Barbara Corpus of Spoken American English Part III,"John W. Du Bois, Robert Englebretson",LDC2004S10,1-58563-308-9,801-946-303-326-6,https://doi.org/10.35111/3fke-7p97,"September 23, 2004",2004,"Sound, Text",pcm,22050,microphone speech,"EARS, GALE, Talkbank","discourse analysis, prosody",English,eng,LDC User Agreement for Non-Members,LDC2004S10 Documents,"Subscription & Standard Members, and Non-Members","Du Bois, John W., and Robert Englebretson. Santa Barbara Corpus of Spoken American English Part III LDC2004S10. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S10
2004,LDC2004S07,Switchboard Cellular Part 2 Audio,"David Graff, Kevin Walker, David Miller",LDC2004S07,1-58563-297-x,047-363-770-147-0,https://doi.org/10.35111/mgp6-4j96,"October 26, 2004",2004,Sound,2-channel ulaw,8000,telephone conversations,"EARS, GALE, NIST SRE, SID","language identification, speaker identification",English,eng,LDC User Agreement for Non-Members,LDC2004S07 Documents,"Subscription & Standard Members, and Non-Members","Graff, David, Kevin Walker, and David Miller. Switchboard Cellular Part 2 Audio LDC2004S07. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S07
2004,LDC2004S12,TalkBank Ethology Data: Field Recordings of Vervet Monkey Calls,"Robert M. Seyfarth, Dorothy L. Cheney",LDC2004S12,ISBN 1-58563-312-7,722-712-209-012-6,https://doi.org/10.35111/h5sg-hp80,"October 26, 2004",2004,"Software, Sound, Text",,22050,field recordings,Talkbank,"prosody, standards","No linguistic content, Not applicable",zxx,LDC User Agreement for Non-Members,LDC2004S12 Documents,"Subscription & Standard Members, and Non-Members","Seyfarth, Robert M., and Dorothy Cheney. TalkBank Ethology Data: Field Recordings of Vervet Monkey Calls LDC2004S12. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004S12
2004,LDC2004T09,TIDES Extraction (ACE) 2003 Multilingual Training Data,"Alexis Mitchell, Stephanie Strassel, Mark Przybocki, JK Davis, George R. Doddington, Ralph Grishman, Adam Meyers, Ada Brunstein, Lisa Ferro, Beth Sundheim",LDC2004T09,1-58563-292-9,685-740-491-198-0,https://doi.org/10.35111/7xtm-ys65,"February 16, 2004",2004,Text,,,"broadcast news, newswire, transcribed speech","ACE, GALE, TIDES","automatic content extraction, information detection","English, Standard Arabic, Mandarin Chinese","eng, arb, cmn",LDC User Agreement for Non-Members,LDC2004T09 Documents,"Subscription & Standard Members, and Non-Members","Mitchell, Alexis, et al. TIDES Extraction (ACE) 2003 Multilingual Training Data LDC2004T09. Web Download. Philadelphia: Linguistic Data Consortium, 2004.",https://catalog.ldc.upenn.edu/LDC2004T09
2003,LDC2003T03,1997 HUB5 German Transcripts,Alvin Martin,LDC2003T03,1-58563-247-3,738-976-749-370-1,https://doi.org/10.35111/cs3c-x004,"March 06, 2003","2002, 2003",Text,,,telephone conversations,"Hub5-LVCSR, GALE, EARS",speech recognition,German,deu,LDC User Agreement for Non-Members,LDC2003T03 Documents,"Subscription & Standard Members, and Non-Members","Martin, Alvin. 1997 HUB5 German Transcripts LDC2003T03. Web Download. Philadelphia: Linguistic Data Consortium, 2002.",https://catalog.ldc.upenn.edu/LDC2003T03
2003,LDC2003T04,1997 HUB5 Spanish Transcripts,Alvin Martin,LDC2003T04,1-58563-248-1,253-136-069-048-3,https://doi.org/10.35111/mt5q-ek34,"March 06, 2003","2002, 2003",Text,,,telephone conversations,"EARS, GALE, Hub5-LVCSR",speech recognition,Spanish,spa,LDC User Agreement for Non-Members,LDC2003T04 Documents,"Subscription & Standard Members, and Non-Members","Martin, Alvin. 1997 HUB5 Spanish Transcripts LDC2003T04. Web Download. Philadelphia: Linguistic Data Consortium, 2002.",https://catalog.ldc.upenn.edu/LDC2003T04
2003,LDC2003T02,1998 HUB5 English Transcripts,Alvin Martin,LDC2003T02,1-58563-253-8,381-881-716-017-5,https://doi.org/10.35111/qxsf-4869,"March 06, 2003","2002, 2003",Text,,,telephone conversations,"Hub5-LVCSR, GALE, EARS",speech recognition,English,eng,LDC User Agreement for Non-Members,LDC2003T02 Documents,"Subscription & Standard Members, and Non-Members","Martin, Alvin. 1998 HUB5 English Transcripts LDC2003T02. Web Download. Philadelphia: Linguistic Data Consortium, 2002.",https://catalog.ldc.upenn.edu/LDC2003T02
2003,LDC2003S01,2001 Communicator Evaluation,"Marilyn Walker, John Aberdeen, Gregory Sanders",LDC2003S01,1-58563-259-7,042-183-636-648-9,https://doi.org/10.35111/3aqw-nc22,"June 26, 2003",2003,Sound,varied,8000,transcribed speech,Communicator,spoken dialogue systems,English,eng,LDC User Agreement for Non-Members,LDC2003S01 Documents,"Subscription & Standard Members, and Non-Members","Walker, Marilyn, John Aberdeen, and Gregory Sanders. 2001 Communicator Evaluation LDC2003S01. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003S01
2003,LDC2003T01,2001 HUB5 Mandarin Transcripts,"David Graff, Alvin Martin, David Miller, Mark Przybocki, Kevin Walker",LDC2003T01,1-58563-252-x,799-085-183-531-8,https://doi.org/10.35111/naha-fq64,"February 25, 2003","2002, 2003",Text,,,telephone conversations,"EARS, GALE, Hub5-LVCSR",speech recognition,Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2003T01 Documents,"Subscription & Standard Members, and Non-Members","Graff, David, et al. 2001 HUB5 Mandarin Transcripts LDC2003T01. Web Download. Philadelphia: Linguistic Data Consortium, 2002.",https://catalog.ldc.upenn.edu/LDC2003T01
2003,LDC2003T11,ACE-2 Version 1.0,"Alexis Mitchell, Stephanie Strassel, Mark Przybocki, JK Davis, George R. Doddington, Ralph Grishman, Adam Meyers, Ada Brunstein, Lisa Ferro, Beth Sundheim",LDC2003T11,1-58563-270-8,498-363-793-174-9,https://doi.org/10.35111/kcqk-v224,"September 02, 2003",2003,Text,,,"broadcast news, newswire","ACE, GALE, TIDES","automatic content extraction, information detection",English,eng,LDC User Agreement for Non-Members,LDC2003T11 Documents,"Subscription & Standard Members, and Non-Members","Mitchell, Alexis, et al. ACE-2 Version 1.0 LDC2003T11. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T11
2003,LDC2003T12,Arabic Gigaword,David Graff,LDC2003T12,1-58563-271-6,537-362-711-928-4,https://doi.org/10.35111/ep1n-de95,"July 22, 2003",2003,Text,,,newswire,"EARS, GALE, TIDES","information retrieval, language modeling, natural language processing",Standard Arabic,arb,LDC User Agreement for Non-Members,LDC2003T12 Documents,"Subscription & Standard Members, and Non-Members","Graff, David. Arabic Gigaword LDC2003T12. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T12
2003,LDC2003T07,Arabic Treebank: Part 1 - 10K-word English Translation,"Mohamed Maamouri, Hubert Jin, Ann Bies, Xiaoyi Ma",LDC2003T07,1-58563-262-7,908-654-225-543-1,https://doi.org/10.35111/brh9-dy85,"February 25, 2003",2003,Text,,,newswire,"GALE, TIDES","automatic content extraction, cross-lingual information retrieval, information detection, natural language processing",Standard Arabic,arb,LDC User Agreement for Non-Members,LDC2003T07 Documents,"Subscription & Standard Members, and Non-Members","Maamouri, Mohamed, et al. Arabic Treebank: Part 1 - 10K-word English Translation LDC2003T07. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T07
2003,LDC2003T06,Arabic Treebank: Part 1 v 2.0,"Mohamed Maamouri, Ann Bies, Hubert Jin, Tim Buckwalter",LDC2003T06,1-58563-261-9,333-321-196-670-5,https://doi.org/10.35111/vfdx-p575,"February 03, 2003",2003,Text,,,newswire,"GALE, TIDES","automatic content extraction, cross-lingual information retrieval, information detection, natural language processing",Standard Arabic,arb,LDC User Agreement for Non-Members,LDC2003T06 Documents,"Subscription & Standard Members, and Non-Members","Maamouri, Mohamed, et al. Arabic Treebank: Part 1 v 2.0 LDC2003T06. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T06
2003,LDC2003T09,Chinese Gigaword,"David Graff, Ke Chen",LDC2003T09,1-58563-230-9,251-875-847-656-5,https://doi.org/10.35111/n069-0642,"May 22, 2003",2003,Text,,,newswire,"EARS, GALE, TIDES","information retrieval, language modeling, natural language processing",Mandarin Chinese,cmn,LDC User Agreement for Non-Members,LDC2003T09 Documents,"Subscription & Standard Members, and Non-Members","Graff, David, and Ke Chen. Chinese Gigaword LDC2003T09. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T09
2003,LDC2003T05,English Gigaword,"David Graff, Christopher Cieri",LDC2003T05,1-58563-260-0,953-543-425-922-6,https://doi.org/10.35111/0z6y-q265,"January 28, 2003",2003,Text,,,newswire,"EARS, GALE, TIDES","information retrieval, language modeling, natural language processing",English,eng,LDC User Agreement for Non-Members,LDC2003T05 Documents,"Subscription & Standard Members, and Non-Members","Graff, David, and Christopher Cieri. English Gigaword LDC2003T05. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T05
2003,LDC2003V01,FORM2 Kinematic Gesture,"Craig Martell, Paul Howard, Chris Osborn, Lisa Britt, Kari Myers",LDC2003V01,1-58563-269-4,685-159-396-611-7,https://doi.org/10.35111/ge24-bd53,"July 28, 2003",2003,"MovingImage, Text",,,field recordings,Talkbank,"gesture recognition, gesture synthesis, information extraction, natural language processing",English,eng,LDC User Agreement for Non-Members,LDC2003V01 Documents,"Subscription & Standard Members, and Non-Members","Martell, Craig, et al. FORM2 Kinematic Gesture LDC2003V01. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003V01
2003,LDC2003L01,Grassfields Bantu Fieldwork: Dschang Lexicon,Steven Bird,LDC2003L01,1-58563-255-4,880-081-036-797-6,https://doi.org/10.35111/z5x4-4x59,"April 28, 2003",2003,"Sound, Text",,,field recordings,Talkbank,,"Yemba, English, French","ybb, eng, fra",LDC User Agreement for Non-Members,LDC2003L01 Documents,"Subscription & Standard Members, and Non-Members","Bird, Steven. Grassfields Bantu Fieldwork: Dschang Lexicon LDC2003L01. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003L01
2003,LDC2003S02,Grassfields Bantu Fieldwork: Dschang Tone Paradigms,Steven Bird,LDC2003S02,1-58563-254-6,973-117-906-652-9,https://doi.org/10.35111/req3-vx07,"April 28, 2003",2003,Sound,,,"field recordings, microphone speech",Talkbank,,Yemba,ybb,LDC User Agreement for Non-Members,LDC2003S02 Documents,"Subscription & Standard Members, and Non-Members","Bird, Steven. Grassfields Bantu Fieldwork: Dschang Tone Paradigms LDC2003S02. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003S02
2003,LDC2003S07,Korean Telephone Conversations Complete Set,"Na-Rae Han, Eon-Suk Ko, David Graff, Stephanie Strassel, Nii Martey, Myeonchul Kim, Alexandra Canavan, George Zipperlen",LDC2003S07,1-58563-267-8,124-056-444-354-0,https://doi.org/10.35111/d2fq-1e93,,2003,Text,,,telephone conversations,,speech recognition,Korean,kor,LDC User Agreement for Non-Members,LDC2003S07 Documents,"Subscription & Standard Members, and Non-Members","Han, Na-Rae, et al. Korean Telephone Conversations Complete Set LDC2003S07. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003S07
2003,LDC2003L02,Korean Telephone Conversations Lexicon,"Na-Rae Han, David Graff, Myeonchul Kim",LDC2003L02,1-58563-265-1,261-728-030-958-6,https://doi.org/10.35111/hpva-ym97,"May 16, 2003",2003,Text,,,telephone conversations,,speech recognition,Korean,kor,LDC User Agreement for Non-Members,LDC2003L02 Documents,"Subscription & Standard Members, and Non-Members","Han, Na-Rae, David Graff, and Myeonchul Kim. Korean Telephone Conversations Lexicon LDC2003L02. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003L02
2003,LDC2003S03,Korean Telephone Conversations Speech,"Eon-Suk Ko, Na-Rae Han, Alexandra Caravan, George Zipperlen",LDC2003S03,1-58563-263-5,977-452-139-220-6,https://doi.org/10.35111/6bre-jj92,"May 16, 2003",2003,Sound,2-channel ulaw,8000,telephone conversations,,speech recognition,Korean,kor,LDC User Agreement for Non-Members,LDC2003S03 Documents,"Subscription & Standard Members, and Non-Members","Ko, Eon-Suk, et al. Korean Telephone Conversations Speech LDC2003S03. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003S03
2003,LDC2003T08,Korean Telephone Conversations Transcripts,"Eon-Suk Ko, Na-Rae Han, Stephanie Strassel, Nii Martey",LDC2003T08,1-58563-264-3,248-953-409-804-2,https://doi.org/10.35111/92vj-wg93,"May 16, 2003",2003,Text,,,telephone conversations,,speech recognition,Korean,kor,LDC User Agreement for Non-Members,LDC2003T08 Documents,"Subscription & Standard Members, and Non-Members","Ko, Eon-Suk, et al. Korean Telephone Conversations Transcripts LDC2003T08. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T08
2003,LDC2003T13,Message Understanding Conference (MUC) 6,"Nancy Chinchor, Beth Sundheim",LDC2003T13,1-58563-239-2,402-267-910-068-8,https://doi.org/10.35111/wbcc-y063,"August 22, 2003",2003,Text,,,newswire,MUC,message understanding,English,eng,LDC User Agreement for Non-Members,LDC2003T13 Documents,"Subscription & Standard Members, and Non-Members","Chinchor, Nancy, and Beth Sundheim. Message Understanding Conference (MUC) 6 LDC2003T13. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T13
2003,LDC2003T18,Multiple-Translation Arabic (MTA) Part 1,"Kevin Walker, Moussa Bamba, David Miller, Xiaoyi Ma, Christopher Cieri, George R. Doddington",LDC2003T18,1-58563-276-7,610-045-411-801-3,https://doi.org/10.35111/6xxb-3r06,"October 15, 2003",2003,Text,,,newswire,"GALE, TIDES","cross-lingual information retrieval, language teaching, machine translation","English, Standard Arabic","eng, arb",LDC User Agreement for Non-Members,,"Subscription & Standard Members, and Non-Members","Walker, Kevin, et al. Multiple-Translation Arabic (MTA) Part 1 LDC2003T18. Web Download. Philadelphia: Linguistic Data Consortium, 2003.",https://catalog.ldc.upenn.edu/LDC2003T18
